location,start_date,end_date,description,USA for sure,timestamp
Miami,22-11-06,27-11-06,White Party Week,FALSE,2.0061E+13
Aspen,14-01-07,21-01-07,Gay and Lesbian Ski Week,FALSE,2.00701E+13
Miami,28-01-07,04-02-07,Freedom Caribbean Cruise,FALSE,2.00701E+13
Miami,28-02-07,05-03-07,Winter Party,FALSE,2.00702E+13
Orlando,29-05-07,04-06-07,Gay Days Reunion Weekend,FALSE,2.00701E+13
Orlando,29-05-07,29-05-07,Gay Days One Mighty Weekend,FALSE,2.00705E+13
New York,17-06-07,24-06-07,NYC Gay Pride,FALSE,2.00705E+13
San Francisco,23-06-07,24-06-07,San Francisco Pride,FALSE,2.00705E+13
San Francisco,30-09-07,30-09-07,Folsom Street Fair,FALSE,2.00709E+13
Miami,21-11-07,26-11-07,White Party Week,FALSE,2.00711E+13
Aspen,13-01-08,20-01-08,Gay and Lesbian Ski Week,FALSE,2.00712E+13
Miami,19-01-08,26-01-08,Atlantis Caribbean Cruise,FALSE,2.00801E+13
New Orleans,01-02-08,05-02-08,Gay Mardi Gras,FALSE,2.00801E+13
Miami,25-02-08,25-02-08,Winter Party Miami,TRUE,2.00812E+13
Miami,27-02-08,27-02-08,Winter Party Miami,FALSE,2.00802E+13
Chicago,22-05-08,26-05-08,International Mr Leather,FALSE,2.00804E+13
Orlando,05-06-08,08-06-08,Gay Days One Mighty Weekend,FALSE,2.00805E+13
Los Angeles,06-06-08,08-06-08,Los Angeles Pride,FALSE,2.00805E+13
New York,22-06-08,29-06-08,NYC Gay Pride,FALSE,2.00805E+13
San Francisco,28-06-08,29-06-08,San Francisco Pride,FALSE,2.00806E+13
Chicago,29-06-08,29-06-08,Chicago Pride,FALSE,2.00806E+13
New Orleans,27-08-08,27-08-08,Southern Decadence,FALSE,2.00807E+13
San Francisco,28-09-08,28-09-08,Folsom Street Fair,FALSE,2.00809E+13
Los Angeles,03-10-08,05-10-08,Gay Days Anaheim,FALSE,2.00809E+13
Palm Springs,01-11-08,02-11-08,Greater Palm Springs Pride,FALSE,2.00809E+13
Aspen,11-01-09,18-01-09,Gay and Lesbian Ski Week,TRUE,2.00812E+13
New Orleans,19-02-09,24-02-09,Gay Mardi Gras,TRUE,2.00902E+13
Miami,25-02-09,02-03-09,Winter Party Miami,TRUE,2.00902E+13
Fort Lauderdale,08-03-09,15-03-09,Atlantis Caribbean Cruise,TRUE,2.00902E+13
Las Vegas,01-05-09,02-05-09,Las Vegas Pride,TRUE,2.00904E+13
Chicago,21-05-09,25-05-09,International Mr Leather,TRUE,2.00904E+13
Orlando,04-06-09,07-06-09,Gay Days One Mighty Weekend,TRUE,2.00904E+13
Los Angeles,12-06-09,14-06-09,Los Angeles Pride,TRUE,2.00904E+13
New York,20-06-09,28-06-09,NYC Gay Pride,TRUE,2.00904E+13
San Francisco,27-06-09,28-06-09,San Francisco Pride,TRUE,2.00904E+13
Chicago,28-06-09,28-06-09,Chicago Pride,TRUE,2.00904E+13
San Diego,18-07-09,19-07-09,San Diego Pride,TRUE,2.00904E+13
New Orleans,02-09-09,07-09-09,Southern Decadence,TRUE,2.00908E+13
San Francisco,27-09-09,27-09-09,Folsom Street Fair,TRUE,2.00908E+13
Los Angeles,02-10-09,04-10-09,Gay Days Anaheim,TRUE,2.00908E+13
Los Angeles,18-10-09,25-10-09,Atlantis LA Mexico gay cruise,TRUE,2.00908E+13
Palm Springs,07-11-09,08-11-09,Greater Palm Springs Pride,TRUE,2.00908E+13
Miami,25-11-09,30-11-09,White Party Week,TRUE,2.00908E+13
Miami,17-01-10,24-01-10,Atlantis Caribbean Cruise,TRUE,2.00908E+13
Aspen,17-01-10,24-01-10,Gay and Lesbian Ski Week,TRUE,2.00908E+13
New Orleans,16-02-10,16-02-10,Gay Mardi Gras,TRUE,2.00908E+13
Miami,03-03-10,08-03-10,Winter Party Miami,TRUE,2.00908E+13
Fort Lauderdale,07-03-10,14-03-10,Atlantis Caribbean Cruise,TRUE,2.00908E+13
Cleveland,22-04-10,25-04-10,Claw Leather Awareness,TRUE,2.01004E+13
Las Vegas,30-04-10,01-05-10,Las Vegas Pride,TRUE,2.01004E+13
Dallas,30-04-10,02-05-10,Purple Party,TRUE,2.01004E+13
New York,16-05-10,16-05-10,NY AIDS Walk,TRUE,2.01004E+13
Miami,27-05-10,01-06-10,Sizzle,TRUE,2.01004E+13
Chicago,28-05-10,31-05-10,International Mr Leather,TRUE,2.01004E+13
Key West,29-05-10,06-06-10,Key West PrideFest ,TRUE,2.01004E+13
Orlando,01-06-10,07-06-10,Disney Gay Days,TRUE,2.01004E+13
Orlando,04-06-10,06-06-10,One Mighty Weekend,TRUE,2.01004E+13
Boston,04-06-10,13-06-10,Boston Pride,TRUE,2.01004E+13
Washington D.C,04-06-10,13-06-10,Capital pride,TRUE,2.01004E+13
Los Angeles,11-06-10,13-06-10,Los Angeles Pride,TRUE,2.01004E+13
New York,19-06-10,27-06-10,NYC Gay Pride,TRUE,2.01004E+13
Honolulu,19-06-10,19-06-10,Honolulu gay pride,TRUE,2.01004E+13
New York,20-06-10,20-06-10,Folsom Street East,TRUE,2.01004E+13
San Francisco,26-06-10,27-06-10,San Francisco Pride,TRUE,2.01004E+13
New York,27-06-10,27-06-10,Dance at the Pier,TRUE,2.01004E+13
Provincetown,01-07-10,08-07-10,Independence Weekend,TRUE,2.01004E+13
Provincetown,10-07-10,18-07-10,Bear Week,TRUE,2.01004E+13
San Diego,17-07-10,18-07-10,San Diego Pride,TRUE,2.01004E+13
San Francisco,25-07-10,25-07-10,Up Your Alley,TRUE,2.01004E+13
Chicago,07-08-10,08-08-10,Northalsted Market Days,TRUE,2.01004E+13
Provincetown,15-08-10,21-08-10,Carnival,TRUE,2.01004E+13
Black Rock Desert,01-09-10,01-09-10,Gay Pride at Burning man ,TRUE,2.01004E+13
New Orleans,01-09-10,06-09-10,Southern Decadence,TRUE,2.01004E+13
San Francisco,26-09-10,26-09-10,Folsom Street Fair,TRUE,2.01004E+13
Los Angeles,01-10-10,03-10-10,Gay Days Anaheim,TRUE,2.01004E+13
Los Angeles,17-10-10,24-10-10,Atlantis LA Mexico gay cruise,TRUE,2.01004E+13
Hawaii,30-10-10,06-11-10,RSVP Hawaiian Islands Cruise,TRUE,2.01004E+13
Palm Springs,06-11-10,07-11-10,Greater Palm Springs Pride,TRUE,2.01004E+13
Miami,24-11-10,29-11-10,White Party Week,TRUE,2.01004E+13
Washington D.C,14-01-11,17-01-11,Mid Atlantic Leather Weekend,TRUE,2.01004E+13
Aspen,16-01-11,23-01-11,Gay and Lesbian Ski Week,TRUE,2.01012E+13
Fort Lauderdale,06-02-11,13-02-11,Atlantis Caribbean Cruise,TRUE,2.01004E+13
New Orleans,04-03-11,08-03-11,Gay Mardi Gras,TRUE,2.01004E+13
Miami,09-03-11,14-03-11,Winter Party Miami,TRUE,2.01102E+13
Fort Lauderdale,12-03-11,13-03-11,Pridefest South Florida,TRUE,2.01102E+13
Mammoth Lakes,16-03-11,20-03-11,Elevation Mammoth gay ski week,TRUE,2.01102E+13
Washington D.C,31-03-11,03-04-11,Cherry,TRUE,2.01102E+13
Palm Springs,08-04-11,11-04-11,White Party Palm Springs,TRUE,2.01102E+13
Miami,16-04-11,16-04-11,Miami Beach gay pride,TRUE,2.01102E+13
Cleveland,28-04-11,01-05-11,Claw Leather Awareness,TRUE,2.01104E+13
Dallas,29-04-11,02-05-11,Purple Party,TRUE,2.01104E+13
Oahu,09-05-11,15-05-11,Paradise Circuit Festival,TRUE,2.01104E+13
New York,15-05-11,15-05-11,NY AIDS Walk,TRUE,2.01104E+13
Los Angeles,21-05-11,22-05-11,Long Beach Pride,TRUE,2.01105E+13
Miami,26-05-11,31-05-11,Sizzle,TRUE,2.01105E+13
Washington D.C,26-05-11,29-05-11,DC Black Pride,TRUE,2.01105E+13
Chicago,27-05-11,30-05-11,International Mr Leather,TRUE,2.01105E+13
Orlando,31-05-11,06-06-11,Disney Gay Days,TRUE,2.01105E+13
Washington D.C,02-06-11,12-06-11,Capital pride,TRUE,2.01105E+13
Orlando,02-06-11,06-06-11,Wonder World,TRUE,2.01105E+13
Boston,03-06-11,12-06-11,Boston Pride,TRUE,2.01105E+13
Key West,08-06-11,12-06-11,Key West PrideFest ,TRUE,2.01105E+13
Los Angeles,10-06-11,12-06-11,Los Angeles Pride,TRUE,2.01105E+13
Portland,17-06-11,19-06-11,Portland Pride,TRUE,2.01105E+13
New York,18-06-11,26-06-11,NYC Gay Pride,TRUE,2.01106E+13
New York,19-06-11,19-06-11,Folsom Street East,TRUE,2.01105E+13
New Orleans,24-06-11,27-06-11,Gay Pride New Orleans,TRUE,2.01106E+13
New York,24-06-11,24-06-11,Harlem Pride 2011,TRUE,2.01106E+13
San Francisco,25-06-11,26-06-11,San Francisco Pride,TRUE,2.01106E+13
Cleveland,25-06-11,25-06-11,Cleveland Pride,TRUE,2.01106E+13
Houston,25-06-11,25-06-11,Gay Pride Houston,TRUE,2.01106E+13
Seattle,25-06-11,26-06-11,Seattle Pride,TRUE,2.01106E+13
New York,26-06-11,26-06-11,Dance at the Pier,TRUE,2.01106E+13
Chicago,26-06-11,26-06-11,Chicago Pride,TRUE,2.01106E+13
Los Angeles,30-06-11,04-07-11,Black Pride at the Beach,TRUE,2.01106E+13
Las Vegas,01-07-11,04-07-11,Ripped,TRUE,2.01106E+13
Provincetown,01-07-11,07-07-11,Independence Weekend,TRUE,2.01106E+13
Provincetown,03-07-11,06-07-11,Summer Camp,TRUE,2.01106E+13
Provincetown,09-07-11,17-07-11,Bear Week,TRUE,2.01106E+13
San Diego,15-07-11,17-07-11,San Diego Pride,TRUE,2.01106E+13
San Francisco,31-07-11,31-07-11,Up Your Alley,TRUE,2.01106E+13
New York,10-08-11,14-08-11,NYC Black Pride: Explosion,TRUE,2.01108E+13
Chicago,13-08-11,14-08-11,Northalsted Market Days,TRUE,2.01108E+13
Provincetown,14-08-11,19-08-11,Carnival,TRUE,2.01108E+13
New Orleans,31-08-11,05-09-11,Southern Decadence,TRUE,2.01108E+13
Austin,02-09-11,05-09-11,Splash Days ,TRUE,2.01108E+13
Black Rock Desert,02-09-11,02-09-11,Gay Pride at Burning man ,TRUE,2.01108E+13
San Francisco,04-09-11,04-09-11,Oakland Gay Pride,TRUE,2.01108E+13
Honolulu,15-09-11,17-09-11,Honolulu gay pride,TRUE,2.01108E+13
Las Vegas,16-09-11,17-09-11,Las Vegas Pride,TRUE,2.01108E+13
San Francisco,25-09-11,25-09-11,Folsom Street Fair,TRUE,2.01108E+13
Los Angeles,30-09-11,02-10-11,Gay Days Anaheim,TRUE,2.01108E+13
Atlanta,08-10-11,09-10-11,Atlanta Pride,TRUE,2.01108E+13
Los Angeles,15-10-11,22-10-11,Atlantis LA Mexico gay cruise,TRUE,2.01012E+13
San Diego,15-10-11,22-10-11,Atlantis Mexican Riveira Cruise ,TRUE,2.01108E+13
Los Angeles,31-10-11,31-10-11,Gay Halloween Streetparty,TRUE,2.0111E+13
Palm Springs,05-11-11,06-11-11,Greater Palm Springs Pride,TRUE,2.01108E+13
Miami,23-11-11,28-11-11,White Party Week,TRUE,2.01108E+13
Washington D.C,13-01-12,16-01-12,Mid Atlantic Leather Weekend,TRUE,2.01108E+13
Aspen,15-01-12,22-01-12,Gay and Lesbian Ski Week,TRUE,2.01108E+13
Fort Lauderdale,29-01-12,05-02-12,Atlantis Caribbean Cruise,TRUE,2.01108E+13
Miami,12-02-12,19-02-12,RSVP Caribbean Cruise,TRUE,2.01202E+13
Fort Lauderdale,16-02-12,20-02-12,Winter Heat,TRUE,2.01202E+13
New Orleans,17-02-12,21-02-12,Gay Mardi Gras,TRUE,2.01108E+13
Miami,29-02-12,05-03-12,Winter Party Miami,TRUE,2.01108E+13
Fort Lauderdale,10-03-12,11-03-12,Pridefest South Florida,TRUE,2.01202E+13
Mammoth Lakes,14-03-12,18-03-12,Elevation Mammoth gay ski week,TRUE,2.01108E+13
Los Angeles,16-03-12,25-03-12,LA Fetish Pride,TRUE,2.01203E+13
New York,23-03-12,24-03-12,The Black Party,TRUE,2.01203E+13
Washington D.C,29-03-12,01-04-12,Cherry,TRUE,2.01203E+13
Palm Springs,06-04-12,09-04-12,White Party Palm Springs,TRUE,2.01108E+13
New Orleans,08-04-12,08-04-12,Gay Easter Parade,TRUE,2.01204E+13
Miami,14-04-12,14-04-12,Miami Beach gay pride,TRUE,2.01108E+13
Cleveland,26-04-12,29-04-12,Claw Leather Awareness,TRUE,2.01108E+13
Dallas,04-05-12,07-05-12,Purple Party,TRUE,2.01205E+13
Hawaii,10-05-12,13-05-12,Paradise Circuit Festival,TRUE,2.01108E+13
Los Angeles,19-05-12,20-05-12,Long Beach Pride,TRUE,2.01205E+13
New York,20-05-12,20-05-12,NY AIDS Walk,TRUE,2.01205E+13
Miami,24-05-12,29-05-12,Sizzle,TRUE,2.01205E+13
Washington D.C,24-05-12,28-05-12,DC Black Pride,TRUE,2.01205E+13
Pensacola,25-05-12,28-05-12,Memorial Weekend,TRUE,2.01205E+13
Orlando,29-05-12,04-06-12,Disney Gay Days,TRUE,2.01108E+13
Washington D.C,30-05-12,10-06-12,Capital pride,TRUE,2.01205E+13
Orlando,31-05-12,04-06-12,Wonder World,TRUE,2.01205E+13
Honolulu,02-06-12,02-06-12,Honolulu gay pride,TRUE,2.01205E+13
Los Angeles,08-06-12,10-06-12,Los Angeles Pride,TRUE,2.01108E+13
Boston,09-06-12,09-06-12,Boston Pride,TRUE,2.01205E+13
Portland,15-06-12,17-06-12,Portland Pride,TRUE,2.01206E+13
New York,16-06-12,24-06-12,NYC Gay Pride,TRUE,2.01206E+13
New York,17-06-12,17-06-12,Folsom Street East,TRUE,2.01206E+13
New York,22-06-12,24-06-12,Harlem Pride,TRUE,2.01206E+13
San Francisco,23-06-12,24-06-12,San Francisco Pride,TRUE,2.01206E+13
Houston,23-06-12,23-06-12,Gay Pride Houston,TRUE,2.01206E+13
Seattle,24-06-12,24-06-12,Seattle Pride,TRUE,2.01206E+13
Los Angeles,28-06-12,02-07-12,Black Pride at the Beach,TRUE,2.01108E+13
Provincetown,03-07-12,06-07-12,Summer Camp,TRUE,2.01206E+13
Provincetown,07-07-12,15-07-12,Bear Week,TRUE,2.01206E+13
New York,18-07-12,22-07-12,Sand Blast Weekend,TRUE,2.01206E+13
San Diego,21-07-12,22-07-12,San Diego Pride,TRUE,2.01206E+13
San Francisco,29-07-12,29-07-12,Up Your Alley,TRUE,2.01206E+13
Provincetown,30-07-12,05-07-12,Independence Weekend,TRUE,2.01206E+13
Chicago,11-08-12,12-08-12,Northalsted Market Days,TRUE,2.01208E+13
Provincetown,12-08-12,18-08-12,Carnival,TRUE,2.01208E+13
Key West,16-08-12,19-08-12,Tropical Heat,TRUE,2.01208E+13
New Orleans,30-08-12,03-09-12,Southern Decadence,TRUE,2.01208E+13
Austin,31-08-12,03-09-12,Splash Days ,TRUE,2.01208E+13
Oakland,02-09-12,02-09-12,Oakland Gay Pride,TRUE,2.01208E+13
Las Vegas,04-09-12,10-09-12,Gay Days Las Vegas,TRUE,2.01108E+13
Key West,06-09-12,10-09-12,Key West PrideFest ,TRUE,2.01108E+13
Las Vegas,07-09-12,08-09-12,Las Vegas Pride,TRUE,2.01208E+13
Orlando,13-09-12,16-09-12,Bear Bash,TRUE,2.01209E+13
Austin,22-09-12,22-09-12,Austin Gay Pride,TRUE,2.01209E+13
San Francisco,23-09-12,23-09-12,Folsom Street Fair,TRUE,2.01209E+13
Orlando,01-10-12,07-10-12,Orlando Pride,TRUE,2.01209E+13
Anaheim,05-10-12,07-10-12,Gay Days Anaheim,TRUE,2.01209E+13
Orlando,06-10-12,06-10-12,Orlando Pride,TRUE,2.01208E+13
New York,11-10-12,11-10-12,Barbra Back To Brooklyn,TRUE,2.01209E+13
Atlanta,13-10-12,14-10-12,Atlanta Pride,TRUE,2.01209E+13
Oceanside,13-10-12,13-10-12,Pride @ the beach,TRUE,2.01209E+13
New Orleans,25-10-12,31-10-12,Halloween,TRUE,2.0121E+13
Los Angeles,28-10-12,04-11-12,Atlantis LA Mexico gay cruise,TRUE,2.0121E+13
Los Angeles,31-10-12,31-10-12,Gay Halloween Streetparty,TRUE,2.0121E+13
Palm Springs,04-11-12,04-11-12,Greater Palm Springs Pride,TRUE,2.0121E+13
Miami,21-11-12,26-11-12,White Party Week,TRUE,2.01211E+13
Washington D.C,11-01-13,14-01-13,Mid Atlantic Leather Weekend,TRUE,2.01212E+13
Aspen,13-01-13,20-01-13,Gay and Lesbian Ski Week,TRUE,2.0121E+13
Fort Lauderdale,02-02-13,10-02-13,Atlantis Caribbean all gay cruise,TRUE,2.01301E+13
New Orleans,08-02-13,12-02-13,Gay Mardi Gras,TRUE,2.01301E+13
Fort Lauderdale,09-02-13,16-02-13,RSVP Mardi Gras Caribbean Cruise,TRUE,2.01301E+13
Miami,06-03-13,11-03-13,Winter Party Miami,TRUE,2.01301E+13
Fort Lauderdale,09-03-13,10-03-13,Pridefest South Florida,TRUE,2.0121E+13
Mammoth Lakes,13-03-13,17-03-13,Elevation Mammoth gay ski week,TRUE,2.01301E+13
New York,22-03-13,24-03-13,The Black Party,TRUE,2.01301E+13
Palm Springs,29-03-13,01-04-13,White Party Palm Springs,TRUE,2.01301E+13
New Orleans,31-03-13,31-03-13,Gay Easter Parade,TRUE,2.01301E+13
Washington D.C,04-04-13,07-04-13,Cherry,TRUE,2.01212E+13
Miami,14-04-13,14-04-13,Miami Beach gay pride,TRUE,2.01301E+13
Cleveland,25-04-13,28-04-13,Claw Leather Awareness,TRUE,2.0121E+13
Dallas,03-05-13,06-05-13,Purple Party,TRUE,2.01305E+13
Los Angeles,18-05-13,19-05-13,Long Beach Pride,TRUE,2.01305E+13
